"Record ID","Company name","Description","(COMPANY) LEAD STAGE","(COMPANY) LEAD CLASSIFICATION","LinkedIn Company Page","Website URL","Industry"
"18167490471","AVANI Residential","AVANI Residential is a vertically integrated and socially responsible development and operating firm specializing in ground-up development and strategic retrofitting of attainable, sustainable, and tech-enabled single and multifamily housing. Our strategy is targeting primary and secondary suburban locations within high growth corridors in the Sunbelt states and select markets in the Pacific Northwest, Mountain West and Midwest regions.

AVANI was formed in 2023 and is headquartered in New York, NY, with offices in Tampa, FL.","New (Potential Lead)","BUYER","https://www.linkedin.com/company/avani-residential/","","Real Estate"
"18036257303","O'Connor Capital Partners","OUaConnor Capital Partners is a privately-owned, independent real estate investment, development and management firm.We strive to be the preferred real estate investment firm providing institutional investors access to multiple format retail properties and residential development and redevelopment. Within North America, our retail capacity is vertically integrated, utilizing our strong relationships and experience to create high performing investment opportunities. Our residential strategy focuses on the Northeast corridor, both urban and inner suburban transit served locations for multifamily development and redevelopment.","Onboarded","BUYER","https://www.linkedin.com/company/o%27connor-capital-partners","oconnorcp.com","Real Estate"
"18036031917","Trademark Property","Trademark Property is a full-service real estate firm that specializes in investments, development, and institutional services of experiential and mixed-use properties. With over 20 years of experience, Trademark has successfully partnered with institu...","Onboarded","BUYER","https://www.linkedin.com/company/trademark-property","trademarkproperty.com","Real Estate"
"18018330020","Impex Capital Group","Impex Capital Group, based in Houston, TX, is a privately held real estate investment firm that owns and manages ~1.2 Billion in properties across the US, predominantly within Texas. The firm is vertically integrated with a deep focus on value-add / opportunistic acquisitions and strategic investments in multifamily, new development, senior living, commercial office, retail and hotel assets. ","Contact Established","BUYER","https://www.linkedin.com/company/impex-capital-group","impexcapitalgroup.com","Real Estate"
"18015223923","Bark Equities","As opposed to “finding space”, we take the time to understand your core customer, financials and goals prior to locating the right opportunities for your business.","Emailed (Awaiting Reply)","BUYER","https://www.linkedin.com/company/bark-equities","barkequities.com","Commercial Real Estate"
"17974627073","CenterSquare Investment Management","CenterSquare Investment Management is a real asset investment subsidiary of the Bank of New York Mellon Corporation. The firm provides real asset investment management services to institutional investors through private equity investments, real estate securities, infrastructure securities, and real estate debt investments. \r\nCenterSquare Investment Management was founded in 1987 and is based in Plymouth Meeting, Pennsylvania with additional offices in New York and Los Angeles and affiliates in London and Singapore*. Focused exclusively on real estate, our investment approach includes top-down market/country selection and bottom-up underwriting of properties, companies, and management teams. Our clients include corporate, public and Taft-Hartley plan sponsors, endowments and foundations, financial institutions, and high net worth individuals.\r\n\r\n*CenterSquare is represented in London and Singapore by BNY Mellon Investment Management EMEA Limited and BNY Mellon Investment Management Singapore Pte. Limited, respectively.","Emailed (Awaiting Reply)","BUYER","https://www.linkedin.com/company/centersquare","centersquare.com","Investment Banking"
"17973203243","Westwood Financial","Westwood Financial is a premier, fully integrated real estate investment platform with a portfolio of primarily grocery anchored shopping centers.","Onboarded","BUYER","https://www.linkedin.com/company/westwood-financial-corp.","westfin.com","Real Estate"
"17937007476","Stonewater Properties Inc.","Stonewater Properties llc is a Berkeley Heights New Jersey based landscape company specializing in Landscape design, installation, maintenance and snow plowing.","Emailed (Awaiting Reply)","BUYER","https://www.linkedin.com/company/stonewater-properties-usa/","stonewaterpropertiesllc.com","Real Estate"
"17937064597","Genesis Credit Management","Genesis Credit Management provides organizations the ability to take back control of their delinquent accounts. Our management and sales teams provide clients with forward thinking solution-based services.","Emailed (Awaiting Reply)","BUYER","https://www.linkedin.com/company/genesis-credit-management","genesiscred.com","Financial Services"
"17896996767","eXp Realty","eXp Realty is a full-service real estate brokerage that provides 24/7 access to collaborative tools, training, and socialization for real estate brokers and agents. They offer a fully immersive, cloud office environment through their 3D platform. With ...","Contact Established","BUYER","https://www.linkedin.com/company/exp-realty","exprealty.com","Real Estate"
"17840963847","Gentry Mills Capital","We are a real estate investment firm whose focus is to seek out, package and provide quality commercial real estate investment opportunities.","Onboarded","BUYER","https://www.linkedin.com/company/gentry-mills-capital-llc","gentrymillscapital.com","Real Estate"
"17806752172","HighVista Strategies","HighVista Strategies utilizes our experience in asset allocation & portfolio construction to develop investment management solutions for our clients' needs.","Emailed (Awaiting Reply)","BUYER","https://www.linkedin.com/company/highvista-strategies","highvistastrategies.com","Financial Services"
"17788472923","Vaquero Ventures","Vaquero Ventures is a Fort Worth, Texas based commercial real estate firm, that can develop, provide capital, construction management services and manages an acquisition fund.","New (Potential Lead)","BUYER","https://www.linkedin.com/company/vaquero-ventures","vaqueroventures.com","Real Estate"
"17776087365","CONTI Organization","CONTI is a real estate investment company focused on the strategic acquisition, enhancement and operation of value-added, multifamily properties.","New (Potential Lead)","BUYER","https://www.linkedin.com/company/the-conti-organization","conticapital.com","Real Estate"
"17775414041","Baceline Investments","Founded in 2003, Baceline Investments, LLC is a Denver-based, privately held boutique real estate investment and management company that specializes in the acquisition, management, and sale of cash-flowing, necessity-based neighborhood shopping centers located in select secondary markets across America's Heartland. By avoiding high-priced and competitive commercial real estate markets on the coasts, Baceline's Heartland focus provides untapped investment opportunity. This unique geographic focus allows investors to better diversify their investment portfolio.","New (Potential Lead)","BUYER","https://www.linkedin.com/company/baceline-investments","bacelineinvestments.com","Real Estate"
"17750165869","NewMark Merrill","NewMark Merrill Companies, Inc., is owned by President and Chief Executive Officer, Sanford D. Sigal.","Onboarded","BUYER","https://www.linkedin.com/company/newmark-merrill-companies","newmarkmerrill.com","Real Estate"
"17747558722","MountainSeed","MountainSeed is a dedicated appraisal management and real estate service company and your commercial real estate appraisal partner. Proudly serving over 600 companies daily.","Contact Established","BUYER","https://www.linkedin.com/company/mountainseed-advisors","mountainseed.com","Real Estate"
"17737098318","Taylor Derrick Capital","Taylor Derrick Capital provides equity and debt capital for the acquisition and development of real estate projects and we have provided over $500 million throughout the Western United States since 2011. We have a transparent structure that includes an annual audit, a seasoned Board of Advisors and a reputable third party fund administrator. A pooled fund structure enables Taylor Derrick Capital to provide reliable financing in a quick and responsive manner. We always fund on time and honor committed terms. Our focus is a win-win philosophy that rewards repeat borrowers and development partners.","New (Potential Lead)","BUYER","https://www.linkedin.com/company/taylor-derrick-capital-llc","taylorderrick.com","Real Estate"
